#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	ExtractionBlank_S77_R1_cat_kneaddata	Serife-CON1_S49_R1_cat_kneaddata	Serife-CON2_S50_R1_cat_kneaddata	Serife-CON3_S51_R1_cat_kneaddata	Serife-CON4_S52_R1_cat_kneaddata	Serife-CON5_S53_R1_cat_kneaddata	Serife-CON6_S54_R1_cat_kneaddata	Serife-KD1_S69_R1_cat_kneaddata	Serife-KD2_S70_R1_cat_kneaddata	Serife-KD3_S71_R1_cat_kneaddata	Serife-KD4_S72_R1_cat_kneaddata	Serife-KD5_S73_R1_cat_kneaddata	Serife-KD6_S74_R1_cat_kneaddata	Serife-KD7_S75_R1_cat_kneaddata	Serife-KD8_S76_R1_cat_kneaddata	Serife-MMKD1_S61_R1_cat_kneaddata	Serife-MMKD2_S62_R1_cat_kneaddata	Serife-MMKD3_S63_R1_cat_kneaddata	Serife-MMKD4_S64_R1_cat_kneaddata	Serife-MMKD5_S65_R1_cat_kneaddata	Serife-MMKD6_S66_R1_cat_kneaddata	Serife-MMKD7_S67_R1_cat_kneaddata	Serife-MMKD8_S68_R1_cat_kneaddata	Serife-SCOP1_S55_R1_cat_kneaddata	Serife-SCOP2_S56_R1_cat_kneaddata	Serife-SCOP3_S57_R1_cat_kneaddata	Serife-SCOP4_S58_R1_cat_kneaddata	Serife-SCOP5_S59_R1_cat_kneaddata	Serife-SCOP6_S60_R1_cat_kneaddata
k__Bacteria|p__Bacteroidota|c__CFGB4425|o__OFGB4425	0.0	0.0	0.47907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	0.0	0.0	0.20153	0.02002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30332	0.79405	0.0	0.2595	0.0	0.14828	0.25027	0.29916	0.0	0.0	0.82565	0.0	0.59493	0.02628
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318	0.0	0.0	0.1393	0.00281	0.0	0.0	0.43467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17294	0.0	0.45571	0.86792
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	0.0	0.0	0.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.0	0.0	0.05502	0.06668	0.08551	0.03091	0.16208	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00579	0.29519	0.02984	0.0505	0.12686	1.36979
k__Bacteria|p__Bacteroidota|c__CFGB4425|o__OFGB4425|f__FGB4425	0.0	0.0	0.47907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0	0.0	0.46223	0.00939	0.0	0.09641	0.05204	0.0	0.10511	0.13331	0.0	0.08036	0.0	0.025	0.01407	1.90216	1.1531	0.25009	2.10049	0.03625	0.81761	0.89605	0.51012	0.0	0.07779	0.15677	0.06503	0.69411	0.39995
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227	0.0	0.0	0.20153	0.02002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30332	0.79405	0.0	0.2595	0.0	0.14828	0.25027	0.29916	0.0	0.0	0.82565	0.0	0.59493	0.02628
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	0.0	0.0	0.1393	0.00281	0.0	0.0	0.43467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17294	0.0	0.45571	0.86792
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	0.0	0.0	0.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.0	0.0	0.05502	0.06668	0.08551	0.03091	0.16208	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00579	0.29519	0.02984	0.0505	0.12686	1.36979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB25535	0.0	0.0	2.75056	1.46495	1.60646	0.0	1.96296	0.28319	0.0	0.0	0.20116	0.48824	0.27585	0.00317	0.18503	0.54123	3.13098	3.84248	0.0	0.0	0.0	0.0	2.06932	0.0	0.84877	0.40601	0.13288	0.78354	0.06005
k__Bacteria|p__Bacteroidota|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB1511	0.0	0.0	0.47907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	0.0	0.46223	0.00939	0.0	0.09641	0.05204	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.28823	0.03415	0.0	0.44771	0.0	0.0258	0.07099	0.00806	0.0	0.07779	0.15677	0.06503	0.69411	0.01575
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036	0.0	0.0	0.20153	0.02002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30332	0.79405	0.0	0.2595	0.0	0.14828	0.21719	0.29916	0.0	0.0	0.82565	0.0	0.59493	0.02628
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB75729	0.0	0.0	0.1393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17294	0.0	0.45571	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia	0.0	0.0	0.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454	0.0	0.0	0.05544	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02983	0.0	0.0	0.0	0.0	0.35893
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.0	0.0	0.04885	0.00142	0.03209	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13639	0.05609	0.0	0.06807	0.0	0.42626	0.24285	2.16225	0.10787	0.03563	0.27939	0.02609	0.27544	3.74444
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter	0.0	0.0	0.04454	0.0	0.0	0.01161	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08998	0.0	0.02987	0.01008	0.0	0.00225	0.03706	0.02087	0.002	0.01133	0.76926
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified	0.0	0.0	0.03206	0.0	0.01402	0.02367	0.00327	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01024	0.0	1.09816
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB25113	0.0	0.0	0.02296	0.01149	0.05281	0.00543	0.15881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.1074	0.02822	0.03076	0.11628	0.02281
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB25535|s__GGB25535_SGB72112	0.0	0.0	2.75056	1.46495	1.60646	0.0	1.96296	0.28319	0.0	0.0	0.20116	0.48824	0.27585	0.00317	0.18503	0.54123	3.13098	3.84248	0.0	0.0	0.0	0.0	2.06932	0.0	0.84877	0.40601	0.13288	0.78354	0.06005
k__Bacteria|p__Bacteroidota|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB1511|s__GGB1511_SGB2091	0.0	0.0	0.47907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_hyointestinalis	0.0	0.0	0.46223	0.00939	0.0	0.09641	0.05204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07779	0.14334	0.06385	0.69411	0.01575
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14770	0.0	0.0	0.22553	0.01037	0.10784	0.05165	0.44228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	0.12381	0.13417	0.0	0.33607	0.02713
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224	0.0	0.0	0.20153	0.02002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30332	0.79405	0.0	0.2595	0.0	0.14828	0.21719	0.29916	0.0	0.0	0.82565	0.0	0.59493	0.02628
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB75729|s__GGB75729_SGB102607	0.0	0.0	0.1393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17294	0.0	0.45571	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43526	0.0	0.0	0.08738	0.01388	0.01616	0.0143	0.07909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07296	0.0	0.08923	0.0	0.0	0.02658	0.06762	0.00577
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sanihominis	0.0	0.0	0.06499	1.14417	0.13303	0.0	0.16579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04677	0.01527
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_intestinalis	0.0	0.0	0.06423	0.22374	0.0	0.0	0.0	0.20452	0.1031	0.0	0.18012	0.06737	0.15387	0.0	0.0199	5.2989	1.07077	0.20945	1.80784	0.0	0.27292	0.20958	0.11065	0.0	0.29926	0.09592	0.0	0.0	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_muridarum	0.0	0.0	0.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43516	0.0	0.0	0.05544	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02983	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.0	0.0	0.04885	0.00142	0.03209	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13639	0.05609	0.0	0.06807	0.0	0.42626	0.24285	0.06683	0.10787	0.03563	0.22432	0.02609	0.19824	2.67248
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4	0.0	0.0	0.04454	0.0	0.0	0.01161	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08998	0.0	0.02987	0.01008	0.0	0.00225	0.03706	0.02087	0.002	0.01133	0.76926
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB43541	0.0	0.0	0.03206	0.0	0.0	0.01205	0.00327	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18166
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB25113|s__GGB25113_SGB37040	0.0	0.0	0.02296	0.01149	0.05281	0.00543	0.15881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.1074	0.02822	0.03076	0.11628	0.02281
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB25535|s__GGB25535_SGB72112|t__SGB72112	0.0	0.0	2.75056	1.46495	1.60646	0.0	1.96296	0.28319	0.0	0.0	0.20116	0.48824	0.27585	0.00317	0.18503	0.54123	3.13098	3.84248	0.0	0.0	0.0	0.0	2.06932	0.0	0.84877	0.40601	0.13288	0.78354	0.06005
k__Bacteria|p__Bacteroidota|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB1511|s__GGB1511_SGB2091|t__SGB2091	0.0	0.0	0.47907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_hyointestinalis|t__SGB82600	0.0	0.0	0.46223	0.00939	0.0	0.08597	0.05204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07779	0.11783	0.06385	0.50898	0.01575
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14770|t__SGB14770	0.0	0.0	0.22553	0.01037	0.10784	0.05165	0.44228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	0.12381	0.13417	0.0	0.33607	0.02713
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224|t__SGB102224	0.0	0.0	0.20153	0.02002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30332	0.79405	0.0	0.2595	0.0	0.14828	0.21719	0.29916	0.0	0.0	0.82565	0.0	0.59493	0.02628
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB75729|s__GGB75729_SGB102607|t__SGB102607	0.0	0.0	0.1393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17294	0.0	0.45571	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43526|t__SGB43526	0.0	0.0	0.08738	0.01388	0.01616	0.0143	0.07909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07296	0.0	0.08923	0.0	0.0	0.02658	0.06762	0.00577
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sanihominis|t__SGB1614	0.0	0.0	0.06499	1.14417	0.13303	0.0	0.16579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04677	0.01527
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_intestinalis|t__SGB7055	0.0	0.0	0.06423	0.22374	0.0	0.0	0.0	0.20452	0.1031	0.0	0.18012	0.06737	0.15387	0.0	0.0199	5.2989	1.07077	0.20945	1.80784	0.0	0.27292	0.20958	0.11065	0.0	0.29926	0.09592	0.0	0.0	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_muridarum|t__SGB5500	0.0	0.0	0.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43516|t__SGB43516	0.0	0.0	0.05544	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02983	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41421	0.0	0.0	0.04885	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10787	0.0	0.14513	0.02609	0.07936	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4|t__SGB43257	0.0	0.0	0.04454	0.0	0.0	0.01161	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08998	0.0	0.02987	0.01008	0.0	0.00225	0.03706	0.02087	0.002	0.01133	0.76926
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB43541|t__SGB43541	0.0	0.0	0.03206	0.0	0.0	0.01205	0.00327	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18166
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB25113|s__GGB25113_SGB37040|t__SGB37040	0.0	0.0	0.02296	0.01149	0.05281	0.00543	0.15881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.1074	0.02822	0.03076	0.11628	0.02281
k__Bacteria|p__Elusimicrobia	0.0	0.0	0.0	0.06489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18711	0.0	0.0	0.0558	0.05701	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318	0.0	0.0	0.0	0.43563	0.86588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1046	0.01309
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0	0.0	0.0	0.41593	0.0	0.0	0.0	1.50756	0.82295	1.14717	12.957	5.76579	9.58113	0.99029	5.52755	16.63265	13.25857	11.03892	9.09082	2.24255	3.69182	10.73899	12.9548	0.6076	2.05411	6.80508	0.62426	1.42178	8.5024
k__Bacteria|p__Bacteroidota|c__CFGB4375	0.0	0.0	0.0	0.37094	0.24576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16323	0.09199	0.0	0.0	0.0	0.0	0.00181
k__Bacteria|p__Bacteroidota|c__CFGB50354	0.0	0.0	0.0	0.15252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89056
k__Bacteria|p__Proteobacteria|c__CFGB2874	0.0	0.0	0.0	0.14369	0.0	0.0	0.0	0.0	0.0	0.07576	0.0	0.06594	0.0228	0.0546	0.12113	0.0	0.0	0.0	0.0	1.24525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	0.0	0.0	0.0	0.06489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18711	0.0	0.0	0.0558	0.05701	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28682	0.0	0.0	0.0	0.02716	0.02565	0.36727	0.3527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06481	0.0	0.0	0.0	0.0	0.02998
k__Bacteria|p__Firmicutes|c__CFGB9622	0.0	0.0	0.0	0.02185	0.0	0.0	0.0	0.0	0.0	0.0	0.0332	0.01254	0.04269	0.00853	0.03978	0.01104	0.06887	0.0	0.01251	0.0	0.0	0.03267	0.0	0.0	0.0	0.00754	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833	0.0	0.0	0.0	0.01304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0241	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	1.4107	0.50137	0.63892	2.05077	1.37162	0.97786	0.91169	0.38598	0.09938	0.28456	0.0	0.34166	0.0	0.11531	0.32959	0.27472	0.0	0.0	0.0	0.0	0.20356	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB77303	0.0	0.0	0.0	0.00395	0.03759	0.01545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02207	0.02304	0.0	0.01963
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318	0.0	0.0	0.0	0.43563	0.86588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1046	0.01309
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0	0.0	0.0	0.41593	0.0	0.0	0.0	1.50756	0.82295	1.14717	12.957	5.76579	9.58113	0.99029	5.52755	16.63265	13.25857	11.03892	9.09082	2.24255	3.69182	10.73899	12.9548	0.6076	2.05411	6.80508	0.62426	1.42178	8.5024
k__Bacteria|p__Bacteroidota|c__CFGB4375|o__OFGB4375	0.0	0.0	0.0	0.37094	0.24576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16323	0.09199	0.0	0.0	0.0	0.0	0.00181
k__Bacteria|p__Bacteroidota|c__CFGB50354|o__OFGB50354	0.0	0.0	0.0	0.15252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89056
k__Bacteria|p__Proteobacteria|c__CFGB2874|o__OFGB2874	0.0	0.0	0.0	0.14369	0.0	0.0	0.0	0.0	0.0	0.07576	0.0	0.06594	0.0228	0.0546	0.12113	0.0	0.0	0.0	0.0	1.24525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales	0.0	0.0	0.0	0.06489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18711	0.0	0.0	0.0558	0.05701	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28682|o__OFGB28682	0.0	0.0	0.0	0.02716	0.02565	0.36727	0.3527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06481	0.0	0.0	0.0	0.0	0.02998
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622	0.0	0.0	0.0	0.02185	0.0	0.0	0.0	0.0	0.0	0.0	0.0332	0.01254	0.04269	0.00853	0.03978	0.01104	0.06887	0.0	0.01251	0.0	0.0	0.03267	0.0	0.0	0.0	0.00754	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833	0.0	0.0	0.0	0.01304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0241	0.0	0.0
